affiliate,name,CISNC_school,code,county,city,full_address,Longitude,Latitude,district,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
N/A,Otis L Hairston Sr Middle,no,410402,Guilford,Greensboro,"3911 Naco Rd, Greensboro, NC 27401",-79.7384171,36.0814709,Guilford County Schools,Piedmont-Triad,Y,78.3,D,Met,29.4,N/A
N/A,Hampton Elem Univ Partnership,no,410403,Guilford,Greensboro,"2301 Trade Street, Greensboro, NC 27401",-79.7544451,36.0668121,Guilford County Schools,Piedmont-Triad,Y,76.4,D,Exceeded,39.4,N/A
CIS of Charlotte-Mecklenburg,Ashley Park PreK-8 School,yes,600311,Mecklenburg,Charlotte,"2401 Belfast Dr, Charlotte, NC 28208",-80.891217,35.232769,Charlotte-Mecklenburg Schools,Southwest,Y,74.2,D,Met,31.1,N/A
N/A,Jackson Middle,no,410415,Guilford,Greensboro,"2200 Ontario Street, Greensboro, NC 27403",-79.8275254,36.0479436,Guilford County Schools,Piedmont-Triad,Y,66.4,D,Met,36.4,N/A
N/A,Kirkman Park Elementary,no,410439,Guilford,High Point,"1101 North Centennial Street, High Point, NC 27262",-80.003043,35.973671,Guilford County Schools,Piedmont-Triad,Y,74.5,D,Met,30.7,N/A
N/A,Eastern Guilford Middle,no,410460,Guilford,Gibsonville,"435 Peeden Drive, Gibsonville, NC 27249",-79.6149641,36.0987373,Guilford County Schools,Piedmont-Triad,Y,45.7,D,Not Met,44,N/A
N/A,Ronald E. McNair Elementary,no,410462,Guilford,Browns Summit,"4603 Yanceyville Road, Browns Summit, NC 27214",-79.7735431,36.1605354,Guilford County Schools,Piedmont-Triad,Y,64.4,D,Not Met,41.8,N/A
CIS of Charlotte-Mecklenburg,Allenbrook Elementary,yes,600308,Mecklenburg,Charlotte,"1430 Allenbrook Dr, Charlotte, NC 28208",-80.9151119,35.261705,Charlotte-Mecklenburg Schools,Southwest,Y,73.4,F,Not Met,30.4,N/A
N/A,Murphey Traditional Academy,no,410478,Guilford,Greensboro,"2306 Ontario Street, Greensboro, NC 27403",-79.8297537,36.0465966,Guilford County Schools,Piedmont-Triad,Y,70.5,D,Met,34.1,N/A
N/A,Northeast Guilford Middle,no,410487,Guilford,McLeansville,"6720 McLeansville Road, McLeansville, NC 27301",-79.6751128,36.1613338,Guilford County Schools,Piedmont-Triad,Y,55,D,Exceeded,41.1,N/A
CIS of Charlotte-Mecklenburg,Westerly Hills Academy,yes,600577,Mecklenburg,Charlotte,"4420 Denver Ave, Charlotte, NC 28208",-80.9110091,35.2322231,Charlotte-Mecklenburg Schools,Southwest,Y,72.9,D,Met,41.8,N/A
N/A,Oak View Elementary,no,410505,Guilford,High Point,"614 Oakview Road, High Point, NC 27265",-80.0160023,35.9999141,Guilford County Schools,Piedmont-Triad,Y,64,D,Not Met,37.2,N/A
N/A,Parkview Village Elementary,no,410511,Guilford,High Point,"325 Gordon Street, High Point, NC 27260",-79.9830726,35.9693771,Guilford County Schools,Piedmont-Triad,Y,82.1,D,Met,34.5,N/A
N/A,Clara J Peck Elementary,no,410514,Guilford,Greensboro,"1601 West Florida Street, Greensboro, NC 27403",-79.8176267,36.0512123,Guilford County Schools,Piedmont-Triad,Y,78,D,Met,36,N/A
N/A,Peeler Open Elementary,no,410517,Guilford,Greensboro,"2200 Randall Street, Greensboro, NC 27401",-79.75761,36.051725,Guilford County Schools,Piedmont-Triad,Y,68,D,Met,36.8,N/A
N/A,Reedy Fork Elementary,no,410530,Guilford,Greensboro,"4571 Reedy Fork Parkway, Greensboro, NC 27405",-79.6963377,36.186193,Guilford County Schools,Piedmont-Triad,Y,72.3,D,Not Met,46.2,N/A
N/A,Rankin Elementary,no,410532,Guilford,Greensboro,"1501 Spry Street, Greensboro, NC 27405",-79.763688,36.120172,Guilford County Schools,Piedmont-Triad,Y,71.4,D,Met,35.9,N/A
N/A,"Sedgefield Elementary, Greensboro",no,410538,Guilford,Greensboro,"2905 Groometown Road, Greensboro, NC 27407",-79.865345,36.028822,Guilford County Schools,Piedmont-Triad,Y,60.9,D,Not Met,38.6,N/A
N/A,George C Simkins Jr Elementary,no,410542,Guilford,Greensboro,"3511 East Lee St, Greensboro, NC 27406",-79.725501,36.044825,Guilford County Schools,Piedmont-Triad,Y,80.3,D,Not Met,46.6,N/A
CIS of Charlotte-Mecklenburg,Thomasboro Academy,yes,600553,Mecklenburg,Charlotte,"538 Bradford Dr, Charlotte, NC 28208",-80.8987366,35.2544538,Charlotte-Mecklenburg Schools,Southwest,Y,67.7,D,Exceeded,30.5,N/A
N/A,Sumner Elementary,no,410577,Guilford,Greensboro,"1915 Harris Drive, Greensboro, NC 27406",-79.8308492,35.9850207,Guilford County Schools,Piedmont-Triad,Y,63.8,D,Not Met,44,N/A
N/A,Vandalia Elementary,no,410583,Guilford,Greensboro,"407 East Vandalia Road, Greensboro, NC 27406",-79.7798575,36.0173521,Guilford County Schools,Piedmont-Triad,Y,67.8,D,Met,31.9,N/A
N/A,"Washington Elementary, Greensboro",no,410586,Guilford,Greensboro,"1110 East Washington Street, Greensboro, NC 27401",-79.773987,36.068205,Guilford County Schools,Piedmont-Triad,Y,73.8,D,Exceeded,30,N/A
N/A,Wiley Accel/Enrichment,no,410598,Guilford,Greensboro,"600 West Terrell Street, Greensboro, NC 27406",-79.8024983,36.0486215,Guilford County Schools,Piedmont-Triad,Y,85.9,F,Not Met,22,N/A
N/A,College Prep and Leadership Academy,no,41H000,Guilford,Jamestown,"4201 Furniture Avenue, Jamestown, NC 27282",-79.922666,35.968148,Charter Schools,Piedmont-Triad,Y,62,D,Not Met,46.4,N/A
N/A,Gate City Charter,no,41L000,Guilford,Greensboro,"123 Flemingfield Road, Greensboro, NC 27405",-79.710089,36.090168,Charter Schools,Piedmont-Triad,Y,67.2,D,Met,43.6,N/A
N/A,The Experiential School of Greensboro,no,41N000,Guilford,Greensboro," 301 S Church St, Greensboro, NC 27401",-79.786686,36.0706149,Charter Schools,Piedmont-Triad,N,18.7,D,Not Met,50,N/A
CIS of Charlotte-Mecklenburg,Hidden Valley Elementary,yes,600412,Mecklenburg,Charlotte,"5100 Snow White Ln, Charlotte, NC 28213",-80.784279,35.268156,Charlotte-Mecklenburg Schools,Southwest,Y,65.6,D,Met,44.1,N/A
N/A,Scotland Neck Elementary Leadership Acad,no,420316,Halifax,Scotland Neck,"901 Junior High School Road, Scotland Neck, NC 27874",-77.4281162,36.1269172,Halifax County Schools,Northeast,Y,76.6,F,Not Met,29.8,N/A
N/A,Enfield Middle S.T.E.A.M. Academy,no,420324,Halifax,Enfield,"13723 Hwy 481, Enfield, NC 27823",-77.6973623,36.1785217,Halifax County Schools,Northeast,Y,72,D,Met,32.8,N/A
N/A,Everetts Elementary S.T.E.M. Academy,no,420328,Halifax,Roanoke Rapids,"4391 Highway 158, Roanoke Rapids, NC 27870",-77.7446678,36.4449469,Halifax County Schools,Northeast,Y,71.2,F,Met,29.5,N/A
CIS of Charlotte-Mecklenburg,Wilson STEM Academy,yes,600583,Mecklenburg,Charlotte,"7020 Tuckaseegee Rd. , Charlotte, NC 28214",-80.945733,35.249473,Charlotte-Mecklenburg Schools,Southwest,Y,64.7,F,Not Met,24.3,N/A
N/A,Southeast Halifax Collegiate Prep Academ,no,420358,Halifax,Halifax,"16683 Hwy 125, Halifax, NC 27839",-77.5507677,36.2193662,Halifax County Schools,Northeast,Y,64.2,D,Met,11.2,74.7
N/A,William R Davie Middle S.T.E.M. Academy,no,420376,Halifax,Roanoke Rapids,"4391 Hwy 158, Roanoke Rapids, NC 27870",-77.7446678,36.4449469,Halifax County Schools,Northeast,Y,61.5,D,Met,39.2,N/A
N/A,Weldon Elementary Global Academy,no,422314,Halifax,Weldon,"805 Washington Ave, Weldon, NC 27890",-77.6005263,36.4210276,Weldon City Schools,Northeast,Y,71.3,F,Not Met,25.2,N/A
N/A,Weldon Middle,no,422318,Halifax,Halifax,"4489 Highway 301, Halifax, NC 27839",-77.5894446,36.3683802,Weldon City Schools,Northeast,Y,70.9,D,Not Met,34.9,N/A
N/A,KIPP Halifax College Prep,no,42A000,Halifax,Halifax,"9986 Hwy 903, Halifax, NC 27839",-77.6812959,36.3675464,Charter Schools,Northeast,Y,61.2,D,Met,44.4,N/A
N/A,Anderson Creek Primary,no,430304,Harnett,Bunnlevel,"914 Anderson Creek Sch Rd, Bunnlevel, NC 28323",-78.9174683,35.2817479,Harnett County Schools,North Central,Y,57.1,D,Not Available,Not Available,N/A
N/A,Angier Elementary,no,430308,Harnett,Angier,"130 E McIver St, Angier, NC 27501",-78.7361073,35.5028926,Harnett County Schools,North Central,Y,73.5,D,Exceeded,41.9,N/A
N/A,Boone Trail Elementary,no,430316,Harnett,Lillington,"1425 Adcock Road, Lillington, NC 27546",-78.9506556,35.4000394,Harnett County Schools,North Central,Y,69.3,D,Not Met,46.7,N/A
N/A,Dunn Middle,no,430332,Harnett,Dunn,"1301 Meadowlark Road, Dunn, NC 28334",-78.6116773,35.3352176,Harnett County Schools,North Central,N,67.9,D,Met,43.8,N/A
N/A,Erwin Elementary,no,430336,Harnett,Erwin,"301 S 10th St, Erwin, NC 28339",-78.6699864,35.3254214,Harnett County Schools,North Central,Y,58.4,D,Met,46.3,N/A
N/A,Gentry Primary,no,430340,Harnett,Erwin,"114 Porter Drive, Erwin, NC 28339",-78.6702903,35.3374983,Harnett County Schools,North Central,Y,67.3,D,Not Available,Not Available,N/A
N/A,Harnett Central Middle,no,430347,Harnett,Angier,"2529 Harnett Central Rd, Angier, NC 27501",-78.7861368,35.4627231,Harnett County Schools,North Central,N,59.3,D,Not Met,46.9,N/A
N/A,North Harnett Primary,no,430368,Harnett,Angier,"282 N Harnett School Rd, Angier, NC 27501",-78.779675,35.4779323,Harnett County Schools,North Central,Y,73.8,D,Not Available,Not Available,N/A
N/A,South Harnett Elementary,no,430376,Harnett,Bunnlevel,"8335 NC 210 South, Bunnlevel, NC 28323",-78.8954255,35.2979077,Harnett County Schools,North Central,Y,65.4,D,Met,47.9,N/A
N/A,Wayne Avenue Elem,no,430380,Harnett,Dunn,"910 W Harnett St, Dunn, NC 28334",-78.6177517,35.315864,Harnett County Schools,North Central,Y,71.2,F,Not Met,29.4,N/A
CIS of Charlotte-Mecklenburg,Highland Renaissance Academy,yes,600414,Mecklenburg,Charlotte,"125 W Craighead Rd, Charlotte, NC 28206",-80.8036049,35.255572,Charlotte-Mecklenburg Schools,Southwest,Y,63.5,D,Not Met,39.6,N/A
N/A,Ahoskie Elementary,no,460308,Hertford,Ahoskie,"200 N Talmage St, Ahoskie, NC 27910",-76.994518,36.2916745,Hertford County Schools,Northeast,Y,63.7,F,Not Met,34.3,N/A
N/A,Hertford County Middle,no,460318,Hertford,Murfreesboro,"1850 Hwy 11N, Murfreesboro, NC 27855",-77.0887329,36.429706,Hertford County Schools,Northeast,Y,58.2,D,Exceeded,28.5,N/A
N/A,Hertford County High,no,460320,Hertford,Ahoskie,"1500 W First St, Ahoskie, NC 27910",-76.997607,36.2962907,Hertford County Schools,Northeast,Y,55.2,D,Not Met,24.5,74.7
N/A,East Hoke Middle,no,470332,Hoke,Raeford,"4702 Fayetteville Rd, Raeford, NC 28376",-79.1709903,35.0062456,Hoke County Schools,Sandhills,Y,69.8,D,Not Met,46,N/A
N/A,Mattamuskeet Elementary,no,480306,Hyde,Swan Quarter,"60 Juniper Bay Road, Swan Quarter, NC 27885",-76.217128,35.440926,Hyde County Schools,Northeast,Y,71,D,Met,43.8,N/A
N/A,Cloverleaf Elementary,no,490319,Iredell,Statesville,"300 James Farm Rd, Statesville, NC 28625",-80.862627,35.8233,Iredell-Statesville Schools,Southwest,Y,64.2,D,Met,37.1,N/A
N/A,East Iredell Middle,no,490327,Iredell,Statesville,"590 Chestnut Grove Road, Statesville, NC 28625",-80.7901044,35.8368572,Iredell-Statesville Schools,Southwest,N,73.3,D,Exceeded,39,N/A
N/A,N B Mills Elementary,no,490345,Iredell,Statesville,"1410 Pearl St, Statesville, NC 28677",-80.9112357,35.7881576,Iredell-Statesville Schools,Southwest,Y,87.9,F,Not Met,28.2,N/A
N/A,Statesville Middle,no,490352,Iredell,Statesville,"321 Clegg St, Statesville, NC 28677",-80.8716356,35.7870265,Iredell-Statesville Schools,Southwest,N,82.2,F,Met,23,N/A
N/A,Statesville High,no,490354,Iredell,Statesville,"474 N Center St, Statesville, NC 28677",-80.8918139,35.7935193,Iredell-Statesville Schools,Southwest,N,62.5,D,Not Met,27.8,82.9
N/A,Troutman Middle,no,490366,Iredell,Troutman,"305 Rumple St, Troutman, NC 28166",-80.8853386,35.6975947,Iredell-Statesville Schools,Southwest,N,47.1,D,Not Met,50.4,N/A
N/A,Success Institute Charter,no,49D000,Iredell,Statesville,"1424-2 Rickert St, Statesville, NC 28677",-80.878632,35.766089,Charter Schools,Southwest,Y,60,D,Met,35,N/A
N/A,Iredell Charter Academy,no,49G000,Iredell,Troutman,"251 Home Improvement Street, Troutman, NC 28166",-80.85152,35.6692536,Charter Schools,Southwest,Y,36.1,D,Not Met,43.3,N/A
CIS of Charlotte-Mecklenburg,Winterfield Elementary,yes,600589,Mecklenburg,Charlotte,"3100 Winterfield Pl, Charlotte, NC 28205",-80.766898,35.208093,Charlotte-Mecklenburg Schools,Southwest,Y,63.1,D,Met,36.2,N/A
CIS of Charlotte-Mecklenburg,Marie G Davis,yes,600366,Mecklenburg,Charlotte,"3351 W Griffith St, Charlotte, NC 28203",-80.876607,35.2025539,Charlotte-Mecklenburg Schools,Southwest,Y,61.7,D,Not Met,37.7,N/A
N/A,Blue Ridge School,no,500316,Jackson,Cashiers,"95 Bobcat Drive, Cashiers, NC 28717",-83.1202056,35.1284311,Jackson County Schools,Western,Y,42,D,Not Met,49,N/A
N/A,Catamount School,no,50Z000,Jackson,Sylva,"100 Smoky Mountain Dr, Sylva, NC 28779",-83.199302,35.3535224,Lab Schools,Western,Y,45.5,D,Not Met,46.4,N/A
N/A,Benson Elementary,no,510308,Johnston,Benson,"2040 Hwy 50 N, Benson, NC 27504",-78.5550559,35.400258,Johnston County Schools,North Central,Y,67.7,D,Not Met,37.1,N/A
N/A,Benson Middle,no,510310,Johnston,Benson,"1600 N Wall Street, Benson, NC 27504",-78.532152,35.389153,Johnston County Schools,North Central,Y,63.2,D,Met,39.5,N/A
N/A,West Clayton Elementary,no,510326,Johnston,Clayton,"1012 S Lombard St, Clayton, NC 27520",-78.4698663,35.6434764,Johnston County Schools,North Central,N,43.2,D,Not Met,48.4,N/A
N/A,Cooper Academy,no,510330,Johnston,Clayton,"849 North Mial St, Clayton, NC 27520",-78.451331,35.656123,Johnston County Schools,North Central,Y,59.2,D,Met,31,N/A
N/A,Corinth-Holders Elementary,no,510332,Johnston,Zebulon,"3976 NC 231, Zebulon, NC 27597",-78.297015,35.7331302,Johnston County Schools,North Central,Y,59.1,D,Not Met,44.3,N/A
N/A,Micro Elementary,no,510343,Johnston,Micro,"301 E Main St, Micro, NC 27555",-78.2012374,35.5588812,Johnston County Schools,North Central,Y,69,D,Met,36,N/A
N/A,North Johnston Middle,no,510344,Johnston,Micro,"435 Oil Company Road, Micro, NC 27555",-78.2090722,35.5637019,Johnston County Schools,North Central,Y,61.1,F,Not Met,31.8,N/A
N/A,Selma Elementary,no,510388,Johnston,Selma,"311 W Richardson St, Selma, NC 27576",-78.2823172,35.5409764,Johnston County Schools,North Central,Y,67.2,D,Exceeded,37.9,N/A
N/A,Selma Middle School,no,510390,Johnston,Selma,"1533 Hwy 301 N, Selma, NC 27576",-78.2748438,35.5503635,Johnston County Schools,North Central,Y,68.9,F,Not Met,23.6,N/A
N/A,West Smithfield Elementary,no,510396,Johnston,Smithfield,"2665 Galilee Road, Smithfield, NC 27577",-78.406682,35.501511,Johnston County Schools,North Central,Y,70.7,D,Met,27.7,N/A
N/A,Smithfield Middle,no,510397,Johnston,Smithfield,"1455 Buffalo Rd, Smithfield, NC 27577",-78.3350609,35.5288456,Johnston County Schools,North Central,Y,81.3,D,Not Met,41,N/A
N/A,South Smithfield Elementary,no,510404,Johnston,Smithfield,"201 W Sanders St, Smithfield, NC 27577",-78.3582032,35.500592,Johnston County Schools,North Central,Y,66.1,D,Not Met,34.8,N/A
N/A,Wilson's Mills Elementary,no,510408,Johnston,Wilson's Mills,"4654 Wilson's Mills Rd, Wilson's Mills, NC 27593",-78.358707,35.58402,Johnston County Schools,North Central,Y,75.6,D,Met,41.9,N/A
N/A,Polenta Elementary,no,510410,Johnston,Garner,"105 Josephine Road, Garner, NC 27529",-78.5125549,35.5677849,Johnston County Schools,North Central,N,35.3,D,Not Met,51.5,N/A
N/A,Clayton Middle,no,510412,Johnston,Clayton,"490 Guy Rd, Clayton, NC 27520",-78.4851543,35.6449995,Johnston County Schools,North Central,N,44.8,D,Met,44.3,N/A
N/A,East Lee Middle,no,530314,Lee,Sanford,"1337 Broadway Rd, Sanford, NC 27330",-79.1138168,35.4610356,Lee County Schools,North Central,N,66.6,D,Not Met,49.1,N/A
N/A,West Lee Middle,no,530356,Lee,Sanford,"3301 Wicker St, Sanford, NC 27330",-79.2150667,35.468466,Lee County Schools,North Central,N,68.5,D,Not Met,48.5,N/A
N/A,Ascend Leadership Academy Lee County,no,53B000,Lee,Sanford,"283 Harvey Faulk Road, Sanford NC 27332",-79.1258193,35.4338052,Charter Schools,North Central,Y,17.4,D,Not Met,54.1,N/A
N/A,Kinston High,no,540315,Lenoir,Kinston,"2601 N Queen St, Kinston, NC 28501",-77.575268,35.2956029,Lenoir County Public Schools,Southeast,Y,86,D,Not Met,27.1,82
N/A,"Northeast Elementary, Kinston",no,540325,Lenoir,Kinston,"1002 E Highland Ave, Kinston, NC 28501",-77.5621283,35.2813382,Lenoir County Public Schools,Southeast,Y,93.7,D,Met,31.5,N/A
N/A,"Northwest Elementary, Kinston",no,540326,Lenoir,Kinston,"1701 Old Well Rd, Kinston, NC 28504",-77.6033103,35.2783438,Lenoir County Public Schools,Southeast,Y,82,D,Met,41.5,N/A
N/A,Rochelle Middle,no,540330,Lenoir,Kinston,"301 N Rochelle Blvd, Kinston, NC 28501",-77.561315,35.2629181,Lenoir County Public Schools,Southeast,Y,91.6,F,Not Met,26.4,N/A
N/A,Southeast Elementary,no,540338,Lenoir,Kinston,"201 McDaniels Street, Kinston, NC 28501",-77.571454,35.257961,Lenoir County Public Schools,Southeast,Y,95,D,Met,36.9,N/A
N/A,Children's Village Academy,no,54A000,Lenoir,Kinston,"701 North Adkin Street, Kinston, NC 28501",-77.5671434,35.2667229,Charter Schools,Southeast,Y,91.3,F,Not Met,27.8,N/A
CIS of Charlotte-Mecklenburg,Merry Oaks International Academy,yes,600453,Mecklenburg,Charlotte,"3508 Draper Ave, Charlotte, NC 28205",-80.7828269,35.2190728,Charlotte-Mecklenburg Schools,Southwest,Y,60.1,C,Met,48,N/A
N/A,Battleground Elementary,no,550312,Lincoln,Lincolnton,"201 Jeb Seagle Dr, Lincolnton, NC 28092",-81.2624659,35.4801701,Lincoln County Schools,Southwest,Y,65.6,D,Met,44.3,N/A
CIS of Charlotte-Mecklenburg,Statesville Road Elementary,yes,600546,Mecklenburg,Charlotte,"5521 Milhaven Ln, Charlotte, NC 28269",-80.8466877,35.2961147,Charlotte-Mecklenburg Schools,Southwest,Y,60,D,Not Met,40,N/A
CIS of Charlotte-Mecklenburg,Albemarle Road Elementary,yes,600300,Mecklenburg,Charlotte,"7800 Riding Trail Rd, Charlotte, NC 28212",-80.729483,35.197161,Charlotte-Mecklenburg Schools,Southwest,Y,57.7,C,Met,52.2,N/A
CIS of Charlotte-Mecklenburg,Sedgefield Middle,yes,600520,Mecklenburg,Charlotte,"2700 Dorchester Pl, Charlotte, NC 28209",-80.8562773,35.1972991,Charlotte-Mecklenburg Schools,Southwest,Y,57.3,D,Met,27.3,N/A
N/A,East Franklin Elementary,no,560316,Macon,Franklin,"100 Watauga St, Franklin, NC 28734",-83.37192,35.189442,Macon County Schools,Western,Y,42.4,D,Not Met,44.7,N/A
N/A,Williamston Primary,no,580308,Martin,Williamston,"400 West Blvd, Williamston, NC 27892",-77.0733337,35.8426174,Martin County Schools,Northeast,Y,64.5,D,Not Available,Not Available,N/A
N/A,E J Hayes Elementary,no,580312,Martin,Williamston,"201 Andrews St, Williamston, NC 27892",-77.0624277,35.84707,Martin County Schools,Northeast,Y,58.2,D,Met,44.5,N/A
N/A,East End Elementary,no,580316,Martin,Robersonville,"1121 Third Street Extension, Robersonville, NC 27871",-77.243127,35.823213,Martin County Schools,Northeast,Y,64.8,F,Not Met,33.1,N/A
N/A,South Creek High,no,580344,Martin,Robersonville,"21077 NC Hwy 903, Robersonville, NC 27871",-77.243593,35.856241,Martin County Schools,Northeast,Y,52.5,D,Not Met,29.6,73.1
N/A,Riverside Middle,no,580372,Martin,Williamston,"2920 US Hwy 17, Williamston, NC 27892",-77.067263,35.81482,Martin County Schools,Northeast,Y,54.3,D,Not Met,39,N/A
CIS of Charlotte-Mecklenburg,Phillip O Berry Academy of Technology,yes,600496,Mecklenburg,Charlotte,"1430 Alleghany St, Charlotte, NC 28208",-80.8916489,35.2392789,Charlotte-Mecklenburg Schools,Southwest,N,56.3,B,Met,62,95
CIS of Charlotte-Mecklenburg,Martin Luther King Jr Middle,yes,600448,Mecklenburg,Charlotte,"500 Bilmark Ave, Charlotte, NC 28213",-80.7784325,35.2633482,Charlotte-Mecklenburg Schools,Southwest,Y,56.2,D,Exceeded,39.8,N/A
CIS of Charlotte-Mecklenburg,West Charlotte High,yes,600576,Mecklenburg,Charlotte,"2219 Senior Dr, Charlotte, NC 28216",-80.8597686,35.2660082,Charlotte-Mecklenburg Schools,Southwest,Y,56,D,Not Met,26,68.3
N/A,Charlotte East Language Academy,no,600303,Mecklenburg,Charlotte,"6108 Wilora Lake Rd, Charlotte, NC 28212",-80.746881,35.208697,Charlotte-Mecklenburg Schools,Southwest,Y,57,D,Not Met,41.2,N/A
N/A,J M Alexander Middle,no,600305,Mecklenburg,Huntersville,"12010 Hambright Rd, Huntersville, NC 28078",-80.8382067,35.3761224,Charlotte-Mecklenburg Schools,Southwest,N,52.4,D,Not Met,48.5,N/A
CIS of Charlotte-Mecklenburg,Ranson Middle,yes,600514,Mecklenburg,Charlotte,"5850 Statesville Rd, Charlotte, NC 28269",-80.8389821,35.3003216,Charlotte-Mecklenburg Schools,Southwest,Y,55.7,F,Not Met,27.9,N/A
CIS of Charlotte-Mecklenburg,Briarwood Elementary,yes,600329,Mecklenburg,Charlotte,"1001 Wilann Dr, Charlotte, NC 28215",-80.7655207,35.2518088,Charlotte-Mecklenburg Schools,Southwest,Y,55.3,C,Exceeded,49.8,N/A
CIS of Charlotte-Mecklenburg,Newell Elementary,yes,600474,Mecklenburg,Charlotte,"325 Rocky River Road, West, Charlotte, NC 28213",-80.7535508,35.2867519,Charlotte-Mecklenburg Schools,Southwest,Y,53.5,D,Met,45.2,N/A
CIS of Charlotte-Mecklenburg,East Mecklenburg High,yes,600377,Mecklenburg,Charlotte,"6800 Monroe Rd, Charlotte, NC 28212",-80.7579975,35.1752502,Charlotte-Mecklenburg Schools,Southwest,N,52.7,B,Exceeded,61.7,83.6
CIS of Charlotte-Mecklenburg,Eastway Middle,yes,600381,Mecklenburg,Charlotte,"1501 Norland Rd, Charlotte, NC 28205",-80.7779054,35.2096706,Charlotte-Mecklenburg Schools,Southwest,Y,52.6,D,Met,35.7,N/A
CIS of Charlotte-Mecklenburg,Harding University High,yes,600405,Mecklenburg,Charlotte,"2001 Alleghany St, Charlotte, NC 28208",-80.903264,35.2360718,Charlotte-Mecklenburg Schools,Southwest,Y,51.7,D,Not Met,28.4,55.6
CIS of Charlotte-Mecklenburg,Independence High,yes,600426,Mecklenburg,Charlotte,"1967 Patriot Dr, Charlotte, NC 28227",-80.6874383,35.1972437,Charlotte-Mecklenburg Schools,Southwest,N,51.1,B,Exceeded,53.4,85.6
CIS of Charlotte-Mecklenburg,Rama Road Elementary,yes,600512,Mecklenburg,Charlotte,"1035 Rama Rd, Charlotte, NC 28211",-80.7715531,35.169906,Charlotte-Mecklenburg Schools,Southwest,Y,50.7,C,Met,47.3,N/A
N/A,David Cox Road Elementary,no,600362,Mecklenburg,Charlotte,"4215 David Cox Rd, Charlotte, NC 28269",-80.800904,35.336565,Charlotte-Mecklenburg Schools,Southwest,Y,44,D,Not Met,40.2,N/A
N/A,Military and Global Leadership Academy,no,600364,Mecklenburg,Charlotte,"1411 Hawthorne Lane, Ste A, Charlotte, NC 28205",-80.8146806,35.2286724,Charlotte-Mecklenburg Schools,Southwest,Y,35.9,D,Met,33.3,N/A
N/A,Devonshire Elementary,no,600365,Mecklenburg,Charlotte,"6500 Barrington Dr, Charlotte, NC 28215",-80.745853,35.245259,Charlotte-Mecklenburg Schools,Southwest,Y,58.2,D,Not Met,42.4,N/A
CIS of Charlotte-Mecklenburg,Cochrane Collegiate Academy,yes,600341,Mecklenburg,Charlotte,"6200 Starhaven Dr, Charlotte, NC 28215",-80.7503253,35.2461762,Charlotte-Mecklenburg Schools,Southwest,Y,50.5,D,Not Met,32.1,83.3
CIS of Charlotte-Mecklenburg,Whitewater Middle,yes,600317,Mecklenburg,Charlotte,"10201 Running Rapids Rd, Charlotte, NC 28214",-80.9900735,35.2830935,Charlotte-Mecklenburg Schools,Southwest,Y,50.3,C,Exceeded,44.9,N/A
CIS of Charlotte-Mecklenburg,Tuckaseegee Elementary,yes,600562,Mecklenburg,Charlotte,"2028 Little Rock Rd, Charlotte, NC 28214",-80.9419409,35.2497076,Charlotte-Mecklenburg Schools,Southwest,Y,50.1,D,Not Met,44.4,N/A
CIS of Charlotte-Mecklenburg,Sterling Elementary,yes,600550,Mecklenburg,Pineville,"9601 China Grove Church Rd, Pineville, NC 28134",-80.884907,35.107476,Charlotte-Mecklenburg Schools,Southwest,Y,49.7,D,Met,37.4,N/A
CIS of Charlotte-Mecklenburg,Albemarle Road Middle,yes,600301,Mecklenburg,Charlotte,"6900 Democracy Dr, Charlotte, NC 28212",-80.729263,35.199266,Charlotte-Mecklenburg Schools,Southwest,Y,49.1,D,Met,43.1,N/A
CIS of Charlotte-Mecklenburg,Garinger High,yes,600397,Mecklenburg,Charlotte,"1100 Eastway Dr, Charlotte, NC 28205",-80.7819839,35.2409597,Charlotte-Mecklenburg Schools,Southwest,Y,48.5,C,Exceeded,35.5,67.2
N/A,Greenway Park Elementary,no,600398,Mecklenburg,Charlotte,"8301 Monroe Rd, Charlotte, NC 28212",-80.745946,35.157393,Charlotte-Mecklenburg Schools,Southwest,Y,52.8,D,Not Met,49.2,N/A
CIS of Charlotte-Mecklenburg,Billingsville Elementary,yes,600335,Mecklenburg,Charlotte,"124 Skyland Ave, Charlotte, NC 28205",-80.8100428,35.1968477,Charlotte-Mecklenburg Schools,Southwest,Y,46.4,C,Not available,Not available,N/A
CIS of Charlotte-Mecklenburg,Coulwood STEM Academy,yes,600351,Mecklenburg,Charlotte,"500 Kentberry Dr, Charlotte, NC 28214",-80.9446695,35.3039568,Charlotte-Mecklenburg Schools,Southwest,Y,44.3,C,Exceeded,53.3,N/A
CIS of Charlotte-Mecklenburg,Montclaire Elementary,yes,600459,Mecklenburg,Charlotte,"5801 Farmbrook Dr, Charlotte, NC 28210",-80.8672692,35.152272,Charlotte-Mecklenburg Schools,Southwest,Y,43.5,D,Met,34.8,N/A
N/A,Hornets Nest Elementary,no,600416,Mecklenburg,Charlotte,"6700 Beatties Ford Rd, Charlotte, NC 28216",-80.865288,35.324731,Charlotte-Mecklenburg Schools,Southwest,Y,49.9,D,Met,43,N/A
